,ReportDate,TotalCases,CaseDelta,TotalTests,TestsDelta,PosTestPercent,PosPercentDiff,NegativeTests,NegDelta,bedsTotal,bedsAcute,bedsICU,bedsDelta,total_hospitalized,hospitalizedDelta,total_released,releasedDelta,caseAfrAmer,caseWhite,caseHispanic,caseAsian,caseOther,caseNotAVail,deaths,deathsDelta,deathDOD,deathAfrAmer,deathWhite,deathHispanic,pDeath70to79,pDeath80plus,pDeathAgeUnknown,pDeathGenMale,pDeathGenFemale,pDeathGenUnkn,pDeathAfrAmer,pDeathWhite,pDeathHispanic,pDeathAsian,pDeathOther,pDeathNotAvail
0,03/04/2020 03:00:00 PM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03/05/2020 03:00:00 PM,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,03/06/2020 03:00:00 PM,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,03/07/2020 03:00:00 PM,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,03/08/2020 02:00:00 PM,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,03/09/2020 02:00:00 PM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,03/10/2020 02:00:00 PM,9,3,1.0,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,03/11/2020 02:00:00 PM,12,3,8.0,7.0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,03/12/2020 02:00:00 PM,12,0,21.0,13.0,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,03/13/2020 02:00:00 PM,15,3,44.0,23.0,14.54,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,03/14/2020 02:00:00 PM,26,11,259.0,215.0,15.54,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,03/15/2020 02:00:00 PM,31,5,397.0,138.0,16.43,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,03/16/2020 02:00:00 PM,37,6,482.0,85.0,17.09,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,03/17/2020 02:00:00 PM,57,20,808.0,326.0,18.3,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,03/18/2020 02:00:00 PM,85,28,1195.0,387.0,19.16,,,,,,,,14.0,14.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
15,03/19/2020 02:00:00 PM,107,22,1625.0,430.0,19.65,,,,,,,,14.0,0.0,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
16,03/20/2020 02:00:00 PM,149,42,2645.0,1020.0,20.21,,,,,,,,15.0,1.0,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,
17,03/21/2020 02:00:00 PM,190,41,3715.0,1070.0,20.99,,,,,,,,16.0,1.0,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,
18,03/22/2020 02:00:00 PM,244,54,4780.0,1065.0,21.91,,,,,,,,26.0,10.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,
19,03/23/2020 02:00:00 PM,288,44,5638.0,858.0,22.82,,,,,,,,34.0,8.0,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,
20,03/24/2020 02:00:00 PM,349,61,6593.0,955.0,23.05,,,,,,,,50.0,16.0,,,,,,,,,3.0,0.0,1.0,,,,,,,,,,,,,,,
21,03/25/2020 02:00:00 PM,423,74,7713.0,1120.0,23.8,,,,,,,,67.0,17.0,,,,,,,,,4.0,1.0,0.0,,,,,,,,,,,,,,,
22,03/26/2020 02:00:00 PM,580,157,11054.0,3341.0,25.11,,,,108.0,68.0,40.0,108.0,132.0,65.0,,,,,,,,,4.0,0.0,2.0,,,,,,,,,,,,,,,
23,03/27/2020 02:00:00 PM,774,194,12874.0,1820.0,26.23,,9988.0,,146.0,76.0,70.0,38.0,173.0,41.0,25.0,,,,,,,,5.0,1.0,3.0,,,,,,,,,,,,,,,
24,03/28/2020 02:00:00 PM,992,218,15949.0,3075.0,26.6,,11516.0,1528.0,185.0,113.0,72.0,39.0,226.0,53.0,32.0,7.0,,,,,,,5.0,0.0,7.0,,,,,,,,,,,,,,,
25,03/29/2020 02:00:00 PM,1239,247,17257.0,1308.0,26.88,,12354.0,838.0,212.0,118.0,94.0,27.0,277.0,51.0,39.0,7.0,,,,,,,10.0,5.0,7.0,,,,,,,,,,,,,,,
26,03/30/2020 02:00:00 PM,1413,174,18842.0,1585.0,26.57,,13316.0,962.0,260.0,150.0,110.0,48.0,353.0,76.0,43.0,4.0,,,,,,,15.0,5.0,11.0,,,,,,,,,,,,,,,
27,03/31/2020 02:00:00 PM,1660,247,20896.0,2054.0,26.83,0.26,14868.0,1552.0,308.0,177.0,131.0,48.0,429.0,76.0,53.0,10.0,,,,,,,18.0,3.0,8.0,,,,,,,,,,,,,,,
28,04/01/2020 02:00:00 PM,1985,325,23841.0,2945.0,26.52,-0.31,17233.0,2365.0,402.0,257.0,145.0,94.0,522.0,93.0,69.0,16.0,,,,,,,31.0,13.0,8.0,,,,,,,,,,,,,,,
29,04/02/2020 02:00:00 PM,2331,346,26377.0,2536.0,25.6,-0.92,18890.0,1657.0,,,,,582.0,60.0,81.0,12.0,,,,,,,36.0,5.0,11.0,,,,,,,,,,,,,,,
30,04/03/2020 02:00:00 PM,2758,427,29413.0,3036.0,25.44,-0.16,20932.0,2042.0,447.0,263.0,184.0,447.0,664.0,82.0,159.0,78.0,,,,,,,42.0,6.0,19.0,,,,,,,,,,,,,,,
31,04/04/2020 02:00:00 PM,3125,367,32042.0,2629.0,24.9,-0.54,22485.0,1553.0,605.0,369.0,236.0,158.0,821.0,157.0,159.0,0.0,,,,,,,53.0,11.0,16.0,,,,,,,,,,,,,,,
32,04/05/2020 02:00:00 PM,3609,484,35443.0,3401.0,24.78,-0.12,24728.0,2243.0,559.0,305.0,254.0,-46.0,936.0,115.0,159.0,0.0,,,,,,,67.0,14.0,23.0,,,,,,,,,,,,,,,
33,04/06/2020 02:00:00 PM,4045,436,38076.0,2633.0,24.75,-0.02,25572.0,844.0,770.0,498.0,272.0,211.0,1059.0,123.0,184.0,25.0,1521.0,1207.0,,74.0,321.0,922.0,91.0,24.0,16.0,5.0,14.0,,,,,,,,,,,,,
34,04/07/2020 02:00:00 PM,4371,326,39480.0,1404.0,24.59,-0.17,27256.0,1684.0,801.0,499.0,302.0,31.0,1106.0,47.0,288.0,104.0,,,,,,,103.0,12.0,21.0,,,,,,,,,,,,,,,
35,04/08/2020 02:00:00 PM,5529,1158,47416.0,7936.0,24.32,-0.27,32933.0,5677.0,848.0,539.0,309.0,47.0,1210.0,104.0,365.0,77.0,2064.0,1540.0,,122.0,449.0,1354.0,124.0,21.0,29.0,55.0,39.0,,,,,,,,,,,,,
36,04/09/2020 02:00:00 PM,6185,656,50571.0,3155.0,24.7,0.38,35344.0,2411.0,924.0,581.0,343.0,76.0,1348.0,138.0,376.0,11.0,2304.0,1694.0,,136.0,544.0,1507.0,138.0,14.0,29.0,61.0,45.0,,,,,,,,,,,,,
37,04/10/2020 02:00:00 PM,6968,783,54495.0,3924.0,24.2,-0.5,37480.0,2136.0,918.0,560.0,358.0,-6.0,1413.0,65.0,397.0,21.0,2599.0,1883.0,,153.0,643.0,1690.0,171.0,33.0,34.0,77.0,58.0,,,,,,,,,,,,,
38,04/11/2020 02:00:00 PM,7694,726,58127.0,3632.0,24.44,0.23,39544.0,2064.0,1020.0,641.0,379.0,102.0,1709.0,296.0,431.0,34.0,2988.0,2145.0,,177.0,806.0,1578.0,206.0,35.0,42.0,91.0,72.0,,,,,,,,,,,,,
39,04/12/2020 02:00:00 PM,8225,531,60302.0,2175.0,24.1,-0.34,41539.0,1995.0,1019.0,633.0,386.0,-1.0,1860.0,151.0,456.0,25.0,3202.0,2305.0,,190.0,861.0,1667.0,235.0,29.0,31.0,104.0,83.0,,,,,,,,,,,,,
40,04/13/2020 02:00:00 PM,8936,711,64106.0,3804.0,24.23,0.13,42815.0,1276.0,1071.0,657.0,414.0,52.0,1975.0,115.0,603.0,147.0,3512.0,2547.0,0.0,211.0,961.0,1705.0,262.0,27.0,43.0,120.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
41,04/14/2020 02:00:00 PM,9472,536,65689.0,1583.0,23.35,-0.88,44261.0,1446.0,1079.0,631.0,448.0,8.0,2122.0,147.0,607.0,4.0,,,,,,,302.0,40.0,36.0,,,,,,,,,,,,,,,
42,04/15/2020 02:00:00 PM,10032,560,68095.0,2406.0,23.25,-0.1,45731.0,1470.0,1156.0,718.0,438.0,77.0,2231.0,109.0,607.0,0.0,3724.0,2425.0,1075.0,230.0,357.0,2221.0,349.0,47.0,46.0,139.0,109.0,13.0,12.0,26.0,14.0,31.0,33.0,,13.0,34.0,1.0,1.0,1.0,14.0
43,04/16/2020 02:00:00 PM,10784,752,71673.0,3578.0,23.26,0.01,48059.0,2328.0,1219.0,788.0,431.0,63.0,2451.0,220.0,736.0,129.0,3978.0,2535.0,1180.0,239.0,376.0,2476.0,392.0,43.0,31.0,153.0,126.0,15.0,12.0,30.0,13.0,34.0,33.0,,13.0,39.0,0.0,1.0,1.0,13.0
44,04/17/2020 02:00:00 PM,11572,788,75112.0,3439.0,22.81,-0.44,50437.0,2378.0,1201.0,762.0,439.0,-18.0,2612.0,161.0,736.0,0.0,4301.0,2681.0,1357.0,252.0,429.0,2552.0,425.0,33.0,41.0,166.0,137.0,17.0,13.0,33.0,11.0,34.0,35.0,,16.0,40.0,0.0,1.0,1.0,11.0
45,04/18/2020 02:00:00 PM,12308,736,78888.0,3776.0,22.7,-0.12,53062.0,2625.0,1288.0,800.0,488.0,87.0,2757.0,145.0,771.0,35.0,4557.0,2869.0,1489.0,266.0,458.0,2669.0,463.0,38.0,39.0,183.0,148.0,20.0,11.0,33.0,11.0,34.0,37.0,0.0,18.0,40.0,0.0,1.0,1.0,11.0
46,04/19/2020 02:00:00 PM,12830,522,81627.0,2739.0,22.57,-0.13,55061.0,1999.0,1289.0,791.0,498.0,1.0,2886.0,129.0,914.0,143.0,4855.0,3037.0,1639.0,276.0,505.0,2518.0,486.0,23.0,44.0,196.0,159.0,21.0,10.0,27.0,10.0,30.0,32.0,0.0,16.0,34.0,0.0,1.0,0.0,11.0
47,04/20/2020 02:00:00 PM,13684,854,85579.0,3952.0,21.92,-0.65,57713.0,2652.0,1340.0,829.0,511.0,51.0,3014.0,128.0,917.0,3.0,5064.0,3156.0,1744.0,284.0,519.0,2917.0,516.0,30.0,51.0,207.0,181.0,26.0,10.0,29.0,10.0,31.0,35.0,0.0,17.0,37.0,0.0,1.0,0.0,11.0
48,04/21/2020 02:00:00 PM,14193,509,87767.0,2188.0,20.86,-1.06,59442.0,1729.0,1433.0,907.0,526.0,93.0,3158.0,144.0,930.0,13.0,5322.0,3327.0,1916.0,296.0,552.0,2780.0,584.0,68.0,48.0,218.0,201.0,32.0,9.0,31.0,12.0,29.0,39.0,0.0,17.0,37.0,0.0,1.0,0.0,13.0
49,04/22/2020 02:00:00 PM,14775,582,91065.0,3298.0,20.76,-0.11,61745.0,2303.0,1432.0,905.0,527.0,-1.0,3325.0,167.0,981.0,51.0,5540.0,3476.0,2033.0,304.0,571.0,2851.0,631.0,47.0,47.0,289.0,234.0,69.0,10.0,34.0,8.0,26.0,41.0,0.0,19.0,38.0,0.0,1.0,0.0,9.0
50,04/23/2020 02:00:00 PM,15737,962,94971.0,3906.0,19.18,-1.58,64363.0,2618.0,1405.0,890.0,515.0,-27.0,3477.0,152.0,1040.0,59.0,5800.0,3662.0,2130.0,322.0,588.0,3235.0,680.0,49.0,52.0,289.0,258.0,72.0,10.0,37.0,5.0,27.0,41.0,0.0,21.0,39.0,0.0,2.0,0.0,6.0
51,04/24/2020 02:00:00 PM,16616,879,99841.0,4870.0,18.56,-0.62,68100.0,3737.0,1425.0,878.0,547.0,20.0,3618.0,141.0,1108.0,68.0,6046.0,3830.0,2373.0,339.0,616.0,3412.0,723.0,43.0,64.0,289.0,275.0,40.0,11.0,39.0,9.0,30.0,45.0,0.0,22.0,42.0,0.0,2.0,0.0,9.0
52,04/25/2020 02:00:00 PM,17766,1150,104327.0,4486.0,17.77,-0.79,71357.0,3257.0,1408.0,870.0,538.0,-17.0,3760.0,142.0,1165.0,57.0,6314.0,4020.0,2574.0,344.0,657.0,3857.0,797.0,74.0,49.0,301.0,296.0,44.0,12.0,40.0,9.0,33.0,45.0,0.0,23.0,44.0,0.0,2.0,0.0,9.0
53,04/26/2020 02:00:00 PM,18581,815,108615.0,4288.0,16.85,-0.92,78084.0,6727.0,1463.0,933.0,530.0,55.0,3962.0,202.0,1177.0,12.0,6742.0,4276.0,2841.0,363.0,707.0,3652.0,827.0,30.0,51.0,305.0,301.0,46.0,12.0,41.0,13.0,35.0,48.0,0.0,24.0,44.0,0.0,2.0,0.0,13.0
54,04/27/2020 02:00:00 PM,19487,906,112648.0,4033.0,16.32,-0.53,85489.0,7405.0,1513.0,978.0,534.0,50.0,4101.0,139.0,1263.0,86.0,7085.0,4498.0,3077.0,384.0,752.0,3691.0,858.0,31.0,42.0,353.0,328.0,56.0,12.0,41.0,15.0,36.0,51.0,0.0,25.0,44.0,1.0,2.0,0.0,15.0
55,04/28/2020 02:00:00 PM,20113,626,115475.0,2827.0,16.39,0.07,87672.0,2183.0,1528.0,977.0,551.0,15.0,4268.0,167.0,1295.0,32.0,7432.0,4708.0,3309.0,424.0,721.0,3519.0,929.0,71.0,53.0,365.0,362.0,58.0,12.0,43.0,12.0,37.0,50.0,0.0,25.0,46.0,2.0,2.0,0.0,12.0
56,04/29/2020 02:00:00 PM,20849,736,118530.0,3055.0,15.43,-0.95,90080.0,2408.0,1645.0,1060.0,585.0,117.0,4402.0,134.0,1361.0,66.0,7615.0,4808.0,3473.0,434.0,747.0,3772.0,985.0,56.0,69.0,404.0,390.0,64.0,12.0,49.0,11.0,41.0,52.0,0.0,27.0,49.0,3.0,3.0,0.0,11.0
57,04/30/2020 02:00:00 PM,21742,893,123963.0,5433.0,15.07,-0.36,92617.0,2537.0,1711.0,1121.0,590.0,66.0,4559.0,157.0,1432.0,71.0,7821.0,4935.0,3651.0,459.0,793.0,4083.0,1047.0,62.0,60.0,431.0,420.0,67.0,15.0,49.0,8.0,41.0,52.0,0.0,30.0,49.0,3.0,3.0,0.0,8.0
58,05/01/2020 02:00:00 PM,23472,1730,129241.0,5278.0,14.7,-0.37,97511.0,4894.0,1668.0,1100.0,568.0,-43.0,4718.0,159.0,1517.0,85.0,8093.0,5147.0,3884.0,475.0,840.0,5033.0,1098.0,51.0,49.0,436.0,436.0,69.0,14.0,51.0,7.0,43.0,51.0,0.0,30.0,51.0,3.0,3.0,0.0,7.0
59,05/02/2020 02:00:00 PM,24473,1001,134369.0,5128.0,14.11,-0.59,101049.0,3538.0,1657.0,1091.0,566.0,-11.0,4910.0,192.0,1590.0,73.0,8470.0,5385.0,4258.0,502.0,876.0,4982.0,1156.0,58.0,45.0,482.0,468.0,70.0,14.0,52.0,7.0,42.0,53.0,0.0,31.0,51.0,3.0,3.0,0.0,7.0
60,05/03/2020 02:00:00 PM,25462,989,139005.0,4636.0,13.87,-0.24,107332.0,6283.0,1635.0,1070.0,565.0,-22.0,5051.0,141.0,1666.0,76.0,8871.0,5698.0,4625.0,530.0,989.0,4749.0,1182.0,26.0,44.0,500.0,486.0,78.0,14.0,53.0,9.0,44.0,55.0,0.0,31.0,52.0,4.0,3.0,0.0,9.0
61,05/04/2020 02:00:00 PM,26408,946,144622.0,5617.0,13.78,-0.09,110587.0,3255.0,1649.0,1086.0,563.0,14.0,5199.0,148.0,1695.0,29.0,9147.0,5873.0,4892.0,547.0,1040.0,4909.0,1216.0,34.0,53.0,503.0,503.0,81.0,14.0,54.0,9.0,46.0,55.0,0.0,33.0,52.0,4.0,3.0,0.0,9.0
62,05/05/2020 02:00:00 PM,27117,709,147765.0,3143.0,13.19,-0.58,112986.0,2399.0,1693.0,1120.0,573.0,44.0,5337.0,138.0,1810.0,115.0,9424.0,6129.0,5144.0,565.0,937.0,4918.0,1290.0,74.0,53.0,521.0,537.0,83.0,14.0,55.0,6.0,46.0,54.0,0.0,35.0,51.0,5.0,3.0,0.0,6.0
63,05/06/2020 02:00:00 PM,28163,1046,152302.0,4537.0,12.56,-0.64,115849.0,2863.0,1707.0,1123.0,584.0,14.0,5497.0,160.0,1903.0,93.0,9648.0,6280.0,5394.0,580.0,986.0,5275.0,1338.0,48.0,42.0,542.0,562.0,91.0,14.0,55.0,6.0,44.0,55.0,0.0,34.0,51.0,5.0,3.0,0.0,6.0
64,05/07/2020 02:00:00 PM,29374,1211,158659.0,6357.0,13.6,1.04,119226.0,3377.0,1683.0,1099.0,584.0,-24.0,5663.0,166.0,2029.0,126.0,9892.0,6468.0,5726.0,603.0,1032.0,5653.0,1401.0,63.0,57.0,567.0,580.0,96.0,14.0,55.0,8.0,47.0,55.0,0.0,34.0,52.0,5.0,3.0,0.0,8.0
65,05/08/2020 02:00:00 PM,30485,1111,163707.0,5048.0,13.78,0.18,121702.0,2476.0,1674.0,1103.0,571.0,-9.0,5811.0,148.0,2041.0,12.0,10165.0,6695.0,6067.0,631.0,1107.0,5820.0,1453.0,52.0,64.0,595.0,598.0,101.0,15.0,56.0,10.0,49.0,58.0,0.0,38.0,51.0,5.0,3.0,0.0,10.0
66,05/09/2020 02:00:00 PM,31534,1049,169756.0,6049.0,13.42,-0.36,124494.0,2792.0,1665.0,1090.0,575.0,-9.0,5932.0,121.0,2159.0,118.0,10337.0,6796.0,6337.0,647.0,1151.0,6266.0,1510.0,57.0,50.0,611.0,622.0,107.0,15.0,57.0,7.0,47.0,57.0,0.0,38.0,50.0,5.0,4.0,0.0,7.0
67,05/10/2020 02:00:00 PM,32587,1053,177096.0,7340.0,12.99,-0.44,127344.0,2850.0,1640.0,1029.0,611.0,-25.0,5955.0,23.0,2293.0,134.0,10623.0,7018.0,6686.0,664.0,1187.0,6409.0,1538.0,28.0,44.0,631.0,637.0,109.0,15.0,58.0,8.0,48.0,58.0,0.0,38.0,51.0,5.0,4.0,0.0,8.0
68,05/11/2020 02:00:00 PM,33373,786,185026.0,7930.0,12.27,-0.72,131407.0,4063.0,1544.0,959.0,585.0,-96.0,6183.0,228.0,2298.0,5.0,10927.0,7260.0,7057.0,691.0,1387.0,6051.0,1573.0,35.0,50.0,638.0,645.0,114.0,15.0,59.0,10.0,50.0,60.0,0.0,38.0,51.0,6.0,5.0,0.0,10.0
69,05/12/2020 02:00:00 PM,34061,688,188780.0,3754.0,12.14,-0.13,135442.0,4035.0,1563.0,973.0,590.0,19.0,6287.0,104.0,2394.0,96.0,11110.0,7365.0,7274.0,700.0,1433.0,6179.0,1643.0,70.0,48.0,656.0,681.0,124.0,16.0,59.0,12.0,50.0,63.0,0.0,39.0,51.0,6.0,5.0,0.0,12.0
70,05/13/2020 02:00:00 PM,34812,751,194205.0,5425.0,11.91,-0.23,138762.0,3320.0,1550.0,978.0,572.0,-13.0,6404.0,117.0,2456.0,62.0,11140.0,7367.0,7483.0,689.0,1703.0,6430.0,1694.0,51.0,48.0,691.0,704.0,133.0,16.0,60.0,11.0,51.0,64.0,0.0,39.0,54.0,6.0,5.0,0.0,11.0
71,05/14/2020 02:00:00 PM,35903,1091,200233.0,6028.0,10.08,-1.84,142551.0,3789.0,1538.0,969.0,569.0,-12.0,6553.0,149.0,2569.0,113.0,11328.0,7479.0,7864.0,703.0,1708.0,6821.0,1748.0,54.0,53.0,708.0,731.0,137.0,14.0,66.0,9.0,55.0,63.0,0.0,40.0,57.0,6.0,5.0,1.0,9.0
72,05/15/2020 02:00:00 PM,36986,1083,207500.0,7267.0,8.89,-1.18,145840.0,3289.0,1496.0,898.0,598.0,-42.0,6679.0,126.0,2685.0,116.0,11572.0,7701.0,8229.0,723.0,1763.0,6998.0,1792.0,44.0,57.0,736.0,746.0,142.0,16.0,64.0,10.0,55.0,64.0,0.0,40.0,57.0,6.0,5.0,1.0,10.0
73,05/16/2020 02:00:00 PM,37968,982,215098.0,7598.0,8.43,-0.47,152207.0,6367.0,1500.0,902.0,598.0,4.0,6755.0,76.0,2806.0,121.0,11795.0,7865.0,8615.0,738.0,1814.0,7141.0,1842.0,50.0,48.0,760.0,762.0,150.0,15.0,63.0,7.0,51.0,64.0,0.0,39.0,56.0,7.0,5.0,1.0,7.0
74,05/17/2020 02:00:00 PM,38804,836,221433.0,6335.0,7.98,-0.45,156122.0,3915.0,1460.0,898.0,562.0,-40.0,6993.0,238.0,2816.0,10.0,12052.0,8058.0,8907.0,752.0,1852.0,7183.0,1876.0,34.0,48.0,777.0,779.0,154.0,15.0,64.0,7.0,52.0,64.0,0.0,39.0,56.0,7.0,5.0,2.0,7.0
75,05/18/2020 02:00:00 PM,39762,958,228139.0,6706.0,7.62,-0.36,161744.0,5622.0,1447.0,892.0,555.0,-13.0,7086.0,93.0,2817.0,1.0,12220.0,8180.0,9196.0,770.0,1888.0,7508.0,1903.0,27.0,35.0,792.0,785.0,156.0,15.0,65.0,10.0,54.0,66.0,0.0,39.0,56.0,7.0,6.0,2.0,10.0
76,05/19/2020 02:00:00 PM,41546,1784,233896.0,5757.0,7.37,-0.25,167112.0,5368.0,1421.0,884.0,537.0,-26.0,7199.0,113.0,2868.0,51.0,12454.0,8365.0,9525.0,787.0,2007.0,8408.0,1963.0,60.0,41.0,815.0,817.0,160.0,16.0,63.0,11.0,50.0,68.0,0.0,39.0,54.0,7.0,6.0,1.0,11.0
77,05/20/2020 02:00:00 PM,42323,777,241431.0,7535.0,7.15,-0.23,173007.0,5895.0,1410.0,871.0,539.0,-11.0,7393.0,194.0,2993.0,125.0,12919.0,8566.0,10153.0,823.0,2106.0,7756.0,2004.0,41.0,34.0,839.0,837.0,163.0,15.0,67.0,8.0,49.0,70.0,0.0,37.0,59.0,8.0,6.0,1.0,8.0
78,05/21/2020 02:00:00 PM,43531,1208,251023.0,9592.0,7.24,0.09,176702.0,3695.0,1374.0,848.0,526.0,-36.0,7485.0,92.0,3099.0,106.0,13086.0,8697.0,10374.0,836.0,2143.0,8395.0,2045.0,41.0,24.0,852.0,855.0,176.0,14.0,65.0,6.0,47.0,67.0,0.0,37.0,58.0,8.0,5.0,0.0,6.0
79,05/22/2020 02:00:00 PM,44424,893,257485.0,6462.0,7.25,0.01,183478.0,6776.0,1329.0,823.0,506.0,-45.0,7634.0,149.0,3243.0,144.0,13320.0,8897.0,10726.0,855.0,2187.0,8439.0,2092.0,47.0,56.0,874.0,870.0,181.0,15.0,65.0,5.0,47.0,68.0,0.0,36.0,59.0,8.0,6.0,0.0,6.0
80,05/23/2020 02:00:00 PM,45495,1071,266200.0,8715.0,6.94,-0.31,186832.0,3354.0,1320.0,796.0,524.0,-9.0,7825.0,191.0,3283.0,40.0,13527.0,9075.0,11035.0,873.0,2219.0,8766.0,2130.0,38.0,30.0,891.0,886.0,187.0,15.0,65.0,3.0,45.0,68.0,0.0,37.0,59.0,7.0,6.0,0.0,4.0
81,05/24/2020 02:00:00 PM,46313,818,272931.0,6731.0,6.76,-0.18,194049.0,7217.0,1290.0,787.0,503.0,-30.0,7939.0,114.0,3319.0,36.0,13762.0,9232.0,11383.0,889.0,2272.0,8775.0,2162.0,32.0,36.0,899.0,898.0,191.0,15.0,65.0,5.0,46.0,69.0,0.0,37.0,59.0,7.0,6.0,0.0,6.0
82,05/25/2020 02:00:00 PM,47152,839,283762.0,10831.0,6.7,-0.06,202425.0,8376.0,1279.0,762.0,517.0,-11.0,8092.0,153.0,3329.0,10.0,13922.0,9359.0,11628.0,895.0,2295.0,9053.0,2187.0,25.0,39.0,909.0,913.0,194.0,15.0,65.0,5.0,46.0,69.0,0.0,37.0,59.0,7.0,6.0,0.0,6.0
83,05/26/2020 02:00:00 PM,47687,535,289888.0,6126.0,6.53,-0.17,206800.0,4375.0,1315.0,795.0,520.0,36.0,8179.0,87.0,3334.0,5.0,14116.0,9484.0,11819.0,907.0,2317.0,9044.0,2217.0,30.0,41.0,921.0,924.0,199.0,15.0,65.0,5.0,47.0,69.0,0.0,37.0,60.0,7.0,6.0,0.0,6.0
84,05/27/2020 02:00:00 PM,48423,736,300444.0,10556.0,6.18,-0.35,213632.0,6832.0,1338.0,818.0,520.0,23.0,8281.0,102.0,3401.0,67.0,14217.0,9575.0,11956.0,917.0,2341.0,9417.0,2270.0,53.0,43.0,941.0,944.0,204.0,16.0,68.0,6.0,55.0,67.0,0.0,39.0,63.0,7.0,6.0,0.0,7.0
85,05/28/2020 02:00:00 PM,49709,1286,316797.0,16353.0,5.79,-0.39,225149.0,11517.0,1334.0,823.0,511.0,-4.0,8392.0,111.0,3468.0,67.0,14473.0,9762.0,12422.0,938.0,2458.0,9656.0,2307.0,37.0,44.0,952.0,960.0,208.0,16.0,69.0,6.0,55.0,66.0,0.0,38.0,61.0,7.0,6.0,0.0,9.0
86,05/29/2020 02:00:00 PM,50988,1279,328516.0,11719.0,5.41,-0.37,233530.0,8381.0,1296.0,789.0,507.0,-38.0,8479.0,87.0,3571.0,103.0,14613.0,9869.0,12610.0,948.0,2478.0,10470.0,2348.0,41.0,39.0,972.0,982.0,215.0,17.0,69.0,2.0,53.0,65.0,0.0,40.0,61.0,7.0,6.0,0.0,4.0
87,05/30/2020 02:00:00 PM,52015,1027,339361.0,10845.0,5.4,-0.01,241931.0,8381.0,1239.0,747.0,492.0,-57.0,8619.0,140.0,3649.0,103.0,14911.0,10054.0,12978.0,977.0,2530.0,10565.0,2390.0,42.0,28.0,986.0,1003.0,222.0,17.0,69.0,5.0,54.0,65.0,0.0,40.0,59.0,7.0,6.0,0.0,7.0
88,05/31/2020 02:00:00 PM,52778,763,348773.0,9412.0,5.18,-0.72,249103.0,7172.0,1183.0,704.0,479.0,-56.0,8738.0,119.0,3764.0,115.0,15188.0,10299.0,13377.0,997.0,2654.0,10263.0,2411.0,21.0,35.0,995.0,1016.0,226.0,17.0,69.0,7.0,55.0,66.0,0.0,40.0,59.0,7.0,6.0,0.0,9.0
89,06/01/2020 02:00:00 PM,53327,549,357545.0,8772.0,5.03,-0.15,255403.0,6300.0,1174.0,695.0,479.0,-9.0,8886.0,148.0,3782.0,18.0,15527.0,10529.0,13753.0,1016.0,2699.0,9803.0,2431.0,20.0,31.0,1007.0,1021.0,229.0,17.0,71.0,4.0,55.0,66.0,0.0,41.0,61.0,7.0,6.0,0.0,6.0
90,06/02/2020 02:00:00 PM,54175,848,366331.0,8786.0,5.03,0.0,261640.0,6237.0,1148.0,667.0,481.0,-26.0,8957.0,71.0,3855.0,73.0,15631.0,10603.0,13901.0,1024.0,2725.0,10291.0,2474.0,43.0,25.0,1019.0,1039.0,234.0,17.0,71.0,6.0,56.0,67.0,0.0,42.0,61.0,7.0,6.0,0.0,7.0
91,06/03/2020 02:00:00 PM,54982,807,380716.0,14385.0,5.05,0.03,272643.0,11003.0,1113.0,638.0,475.0,-35.0,9111.0,154.0,3970.0,115.0,15856.0,10757.0,14155.0,1048.0,2765.0,10401.0,2519.0,45.0,38.0,1043.0,1057.0,238.0,17.0,71.0,5.0,57.0,65.0,0.0,42.0,61.0,7.0,6.0,0.0,6.0
